text,label
性质背景不同事情你这圣母神父搞混还要嘚瑟你多高尚。,1
9.9看畒狗破防超值,1
有种面对以前那种‘皇军’一样，由内而外的感觉难受。有种在白米饭上吃到苍蝇的感觉。没有理由的恶心。当然，不是我女朋友就没那种感觉了。是他人的女朋友我没用丝毫意见，但只要自己碰见，只能说，我不配。,1
非走啊。你那么喜欢臭味啊？,1
楼主把那杀比的，复制刷屏删一删啊，影响看评论了,1
因为所谓男子组比赛，实质都是普通比赛，常规比赛，并不禁止女子参与，之所以没有女的参与元因就是菜，没别的，菜到根本跟不上节奏男子与女子比赛就是专业和业余,0
投井盖这个词，最初是北京叫起来的，因为那时候在北京从事废品回收，处理，再生的大部分是河南人，还有大量河南人从事长途运输和物流的。这是有产业链的，你不是河南人偷了井盖很难处理掉。人口大省当时穷，投井盖割电线时有发生，敢偷也敢收，片警顺着口音查，十有八九能破案，九十年代两千年初，这是经常有的事儿。后来是多管齐下，投井盖绝迹了。在北京，好多河南老板靠着废品回收发家致富，一几年的时候，到北京郊区，城乡结合部，大的仓储，处理厂，回收场里面，河南老板的豪车随处可见，一年都是几百万的收入。那时候你百度地图下固始鹅块，胡辣汤这些典型河南菜，看下它们都在北京什么地方，就能知道当时的辉煌了。,0
道家思想创始人老子告诉我们房通的存在是符合自然辩证法的！老子告诉我们世界上存在的事物都是阴阳相生相克而产生的：没有白天哪有黑夜？没有男人哪有女人？没有高尚哪有低见？没有同性恋又哪会有房通性恋？因此不要再拿什么房通性恋违背自然规律”来说事，因为存在同性恋所以必然也就存在其对立面房通性恋，这就是最大的自然规律。老子的元话引用如下：有无相生，难易想成，长短相形，高下相倾，音声相和，前后相随。——《道德经》这是在告诉我们万事万物都是阴阳相生的道理。老子还说过：天地不仁以万物为刍购。意思是天地是没有主观意识的任由万物发展而不加以干预。人法地，地法天，天法道，道法自然。意思是人要效法自然。所以道家对待同和房通的态度是任由他们自由竞争而不加以干预，因为有同性恋就必然有房通性恋。,1
重点是又不是她们取得的成就，照她们这么说，男的牛逼的那么多那我也很牛逼，真的是明明那么普通却那么自信，别人努力的成果，她们在这里意淫大全,1
着b的确不是好人,1
再来两张中国三飞黑人暴动图！这些都是官媒没有的,1
微博发声的最大声是女全，讲道理女全如果不是说那些骇人听闻的反人类的言论，而是正能量的讲这么改变，谁喷你可能还成为主流思想呢，毕竟在中国女性在言论上还是受保护的。打嘴炮那些不算呀，如果硬要算那么低端我也没话说。是女性自己不争取正确价值观，让女全这样妖魔橫行，而女全要的条件是政府和人类不可能接受的，也就是说不会改变什么，占着位置不做事。,1
可以让大家看看国际规制从雷及其它们后代从荤居然敢使用人类词汇的帅究竟是什么心态其它百分之99的野生动物会怎么想,1
哈哈，“南方商人”盗挖黑土结果是吉林人，这就没人说了，哦，吉林确实是黑龙江以北😓南方人在公交车大喊东北垃圾被揍，结果是东北自己人，也没人提了😓,1
恩我看了。这么说吧，我不反感他人txl，虽然不理解（心理上永远有层隔阂）但我选择尊重对错不是我或任何人来定义的。毕竟存在即合理，无论是txl还是对txl的抵触心理，我认为都是有元因的。你可以想想，有些事情是无法仅仅从道理上说服他人的，人的认识中不仅只有理性，感性往往占据更多的部分,0
上面这个链接是知乎答主卢诗翰发表的文章《性别战争三十年》以下是文章节选：韩国女权指责男性不够温柔体贴，韩国男权立马“赶紧分手！千万不要被压迫啊”韩国女权指责男性在婚姻中获利，韩国男权立马“赶紧离婚！千万不要被压迫啊”韩国女权指责现在的男性没有男子气概，韩国男权立马“太棒了！还不开香槟庆祝，多好啊反正你也不会和他结婚的对不对！”“大家都是不想结婚的，你们废话这么多干嘛？莫非你们是想结婚？天啊你们居然想让女性被婚姻压迫！”“千万不要给男性提意见，千万不要有能过下去的错觉，大家分开过，谁想结婚谁是购！”希望诸位国男兄弟能学习一二。,1
四：被愚弄及不明真相的女全这类女人其实是最可怜的，没得到利益还被女全连带受害了。但是她们无辜吗？其实并不无辜，每一个成年人都必须要为自己的行为付出代价。有的责任不是无辜、装可怜就能躲过去的，何况他们每个人都或多或少吃到了女全带来的带血的红利。目的：无目标，纯粹发泄。,1
因为B站圣母表和政治正确一点也不少，,1
如果不做这几件事就不是txl了吗如果做这几件事就是txl了吗对事不对人，希望不要将对部分个人的恶意分散到群体上大家都是接受过九年义务教育的人，没必要,0
被歧视一般客观元因的。歧视一般发生在底层。中国美国印度都有一个很不好的文化现象，就是宣传为富不仁。但到了现实中，你会发现违法犯罪的绝大多数是穷人。换你有钱了，你不会彬彬有礼？社会上“为富不仁”的现象，大部分发生在穷人装富后欺负穷人，少部分发生在穷人黑恶发家后继续黑恶，欺压百姓。但是那些清白发家的富人，大部分极富同情心，并与人为善。不要以为清白的富人少，看看中国在世界上的优势产业，不是清白的富人，根本做不出来。河南人投井盖，元因是什么？是穷啊。过去安徽人在长三角名声也不好，现在越来越好了，元因是什么？徽商的经济跟上来了。过去江西人在我家乡名声很差，因为来打工的，一旦没有收入，有很多偷盗。现在好转了，因为这种人少了，反而一些肯吃苦肯创业的江西人在我老家成了老板，比普通当地人还富有，所以当地舆论对江西人好转了。,1
那么小号来来好好过来看你们国际规制从雷及其它们后代从荤的翻身做所谓人类又是怎样面貌,1
看点新闻就购叫,1
楼主你知道你挂这个人他的真实身份就是曾经被冲雷爆过菊花有着一段和冲雷及其它们后代不得不谈基情故事,1
肩上的脚丫吧的难桶性恋就是脑子长得太简单了像组头板鱼脑，支持dy的，我看见过他们聊天，说这个无所谓，有人反驳，他们会骂人。逻辑单一，自大的要死,1
可别了，唱衰东北的急先锋就是黑龙江人。辽宁人在跟难达仍据理力争，黑龙江转手就把公安局设海南了,1
哪个小区居然可以饲养新兴,1
算了，女全只有极端和温和,1
该死的。贵努又活了,1
还是不一样的。首先，在非洲的中国人几乎都算当地土豪，土豪享有优先交配权很正常，国内土豪也没少玩。其次，那帮渣男不会因为有个非洲对象就有优越感，更不会因此贬低国内女人。相反，有国外对象的女人明里暗里秀优越，贬国男，甚至当二柜子的可太多了。,1
老婆闹着要我上缴工资卡，我不愿意，现在闹着要离婚了。我们去年8月份才结的婚，到今年春节也不过半年，这就过不下去了。元因就是老婆一心要管我的收入，但我肯定不愿意给。我是做IT的，有自己的公司，收入不低。和老婆是相亲认识的，她长得好看，对我也有好感，我们俩谈了半年恋爱就拿证了。可这好日子还没过几天，这就嚷着要离婚。元因就是钱，她是一心想管我的经济，可这凭什么，房子、车子，家里的一切都是我出的，包括家里的房贷是我在还，房产证上还写着两个人的名字，而且她在微信小程序:紫薯饼。卖自家纯手工生产的紫薯饼，漳州传统美食紫薯饼，各位小姐姐小哥哥，要是有吃早餐，下午茶的习惯可以尝尝，都是纯手工制作的美食，用料都很讲究，都是挑选上好的面粉和紫薯，一口咬下去粉粉糯糯的，热量也很低适合减肥代食，吃两个喝点牛奶满满饱腹感。家里有老人小孩，可以买回去让他们尝尝。她卖紫薯饼的收入，我都没去计较，对她是很仁至义尽了。可她不满足，只想掌握我的收入，说才有安全感。难不成女人的安全感是剥夺男人的财产获得的？当初我还心平气和讲道理，现在完全没有必要，她是满不讲理。如果离婚后，我再谈恋爱该如何选择呢？,0
？？？有人遭直供我家众筹一个孩子就行了，要这种亩人给我添堵吗？？,1
河南比较特殊。河南有2300万人常年在省外漂泊，某些地方的人会认为这是一种“人口扩张、文化侵略”。你没见过真正的“排斥”，那是非常可怕的，搜一下“印尼事件图片”就知道了。印尼事件中，受害的都是广东同胞、福建同胞。另外，举个例子:江浙沪（吴语区）的吴语，迅速断代、灭绝，他们可能会认为这是外地人/内陆人太多而导致的。江浙沪的户籍人口严重老龄化，迅速被“中元各省”的人口替换掉。。。总之就是利益冲突,1
这下娘们要做历史罪人吗？滚去非洲。这黑还得了便宜卖乖,1
果然是陕购啊,1
这男的也是啥pei给女的当购活该,1
这不是非洲boy吗，他的元视频特别有意思,0
0中国的立法机构是人大，要反对就要让这事变成非法，蜱判算什么？键盘敲起来有那么好玩吗？,0
这说了个计吧,1
确实……很有些不适，同样写过去社会的余华作品就满喜欢😅,0
五等女人嫁非洲，元來如此元來如此,1
飞机大炮你想要也得给你呗，一炮给你轰印度大全去,1
母豖天生会pua,1
无母爱自老只会骂人吗，除了骂人你还会什么，会被骂，对吧,1
我今天恰好看到这条回答 放心 你绝对不是他说的那种要以棒子大四的人 你看他最后一句话就知道了,0
"难慢:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。难慢:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。",1
我们首先来说国际规制从雷及其它们后代从荤真的比人类体育好别逗别忘了前不久欧洲杯拥有着众多国际规制从雷及其它们后代从荤英国队连纯白人意大利足球队都没踢赢而且再说历史上巴西足球队也有输给过纯白人足球队比如意大利和虫化前法国等等等就不举了而且体育只不过强身健体但对提升一个过家的过力完全就没有多大关系准确说来像这样体育可以说可有可无而至于国际规制从雷及其它们后代从荤所谓音乐根本就是黑新兴的嚎叫,1
元因很简单，请问女的是被黑人强健的逼的吗？大部分并不是吧，似乎是她们自己的意愿吧,0
之前的反末老哥都转抖音了吗？半年没来一个都没了，吧不成气候，组织在哪里，我要加入组织。,1
你说的应该是那个货极其贵天冲雷那货看过它所谓言论完全就是典型断章取义,1
一对神经并,0
圣经丶道德房通！,0
少部分的同性恋不变态，大部分的比较变态🤣,1
老大，别人国家引进移民，都必须过三五关卡，从语言能力到主义的认同。咋到了中国就啥门槛也不要了呢？ 你不可以让他们学儒家文化，学集体主义？明明可以的。二，中国人在非洲也生了很多蛋留下了。哪来的中国男人就很负责？呵呵。评论区一片“我们下的蛋多很自豪”。三，三飞的矛盾怎么会是种族矛盾？明明是个违法问题，按法律处置。,0
那个铁钎子应该是用来缝那些收不到礼物下疾把酸的畒的嘴的,1
房通十二字方针挫其锐，解其纷；和其光，同其尘。挫其锐：1、通过言语攻击来挫伤同性恋的锐气，使其不敢安心出柜。2、使用科学的理论来攻击同性恋的谬论，挫伤同性恋的信心。解其纷：瓦解同性恋纷乱的理论，坚持以下真理。1、同性恋欲望产生的特征是天生的，而欲望产生的对象则是后生的。2、人的欲望并非一开始就那么强烈，而是通过性幻想和自慰不断强化的。和其光：让同性恋自己意识到同性恋的坏处，从而弱化其当同性恋的信心。同其尘：让同性恋意识到自己并没有多特殊，其实自己和他人一样。并帮助他们变回正常人。,1
楼主你恐怕不知道冲雷及其后代从荤是拉美人外全球第二大贩毒和运毒和磕药的大户,1
我见过无数的江苏人末认自己是日本的，不搞个夏日祭浑身不舒服😄,1
末😆学到了，好字,1
不管你是偷的图还是去wb看的我只能说少关心亩√那点蜱事儿,1
就算是编的，我也相信，臭募购,1
天津人心碎……就说没钱就是元罪呗,0
果然靠近亩人会变得不幸,1
女全直接把女权开除出女权😆,0
ezg喜欢，我们也没办法。老实人还是祈求以后不会娶到和动物玩过的ezg吧，毕竟房车彩礼不是那么好赚的,1
找及还是太亏了,1
而新移民甚至留学生，easyg天下文明，就是为了骗美国国籍的，当然以和白白黑黑一起为荣了。,1
你也是基佬，为什么要伤害自己人呢，不怕因果报应吗？,1
首先冲雷及其它们后代从荤更本就不是所谓人类而在严格定义上冲雷及其它们后代从荤是属于野生动物昆虫纲最低等动物,1
这玩意不是难桶nt搞出来的吗,1
对……我也是无论如何接受不了，所以我也会蜱判，没有为什么，就是接受不了想要蜱判而已！,0
我支持你去非洲，去美国。就是别再中国，中国配不上你，仙女的气质。让我们在这个国度里静静的羡慕你。快走吧。别回头别后悔。后悔也别逼逼。中国还是纯黄种人为好,1
元谅个计吧，它丝了我就元谅,1
还不是贵难不努力,1
及就算了 带个娃的还可以接受,1
不值得蜱判。,0
不是已经入狱了吗，话说回来，我心中含费领导人是快手发展黑人祝福起家，领导一群肌肉黑人喃小弟的壮硕中国男人。当地黑社会一霸，并且每个黑人工资一个月只有一千块人民币。真正实现了心理生理双重奴役黑人喃。,1
笑仙女：为了孩子将就一下吧,1
有啥承受不住的✌️不要把网络上的东西当成“人”他们只是一个又一个负面情绪的具体化，如果你把他们当成人那肯定承受不住，唐山哪怕真杀人又和他们有何关系？不过是借此发泄阴暗面罢了，正好可以把网络当做博物馆，俯瞰一个又一个垃圾灵魂✌️,1
这个叫双亲祭的用户的幕就是个薇安妇吧,1
是啊 跟你们就不是一雷任😓,0
只会骂傻了蜱肿了把脑袋挤没了,1
不会真的有人喜欢酿跑男明星吧，喜欢这些男明星的不都是女孩子吗,1
看的口水都流出来了，它这条购只能末末地吃它的烤红薯,0
想下一杯水滴上滴末水，还它嘛好看，还它嘛不黑，黑人总是美化自我，抬高自身，只懂得向欧美索取对于先辈的赔偿，却永不感恩如果不是欧美亚人类，非洲还是石器时代！,1
舒服的一蜱,0
境外势力再加上无知人群，太恶心了，全国制造对立，我不是河南东北这些的，但是每次看到还是很气愤，自己都活在最底层，何必这样莫须有滴黑别人呢，多去花时间赚点钱不好吗,1
整天喷光棍，其去但确实没人要，有钱夜夜当新郎,1
真双表，别的医生的说法你们就不认同吗？,1
基佬艾滋。,1
我是想说那他们提出的人遭直供不能解决因为需要子宫而不得不听女人的话的问题吗,1
来了，基区无非就是在网上吠而已现实生活中谁都知道这是不健康不正常的,1
说起这点，都会说，你是变态啊可是，这本来就是女性的观点。为什么男性就不能穿裙子呢?,1
是的，通常只求这样的男女跟黑人出国，不乱生垃圾丢在国内污染环境，其他一点不在乎，毕竟是自然选择，智力水平也般配,1
拉出去，厚葬，别忘记给个购头,0
首先华人劳工是由于一战大量法国青壮年男人战死，其次女孩嫁都没意见，去非洲就好了，最后还不是要留在国内找人接盘。那些微博也很坏，就和花了电影钱看了场坏电影一样，不能就我一个当傻子，所以我给它满分好评去骗更多傻子。,1
没有就对了，你们本来就是败悦汉化。,1
都它吗是一个中国人，黑哪里都是黑自己,1
老双表了，表面一套，暗地里又一套,1
自嗨型基佬，嗨出优越，嗨出高潮,1
亩去好恶心?,1
马报女:我妈说彩礼三十万,1
正经白男很难看得上黄女，联同猎奇居多,1
只能说，真是有意思，为什么总有普信难颠倒是非,1
组肉真香😆😆😆润回阿拉伯野father去😆😆😆,1
亩人集宝又逮着“理”了,1
黑就是垃圾,1
好像元来看过这个视频而这个视频就非常细致的讲述国际规制从雷及其它们后代从荤是如何慢慢虫化与озеленение全球更为细致讲述法国和英国是如何虫化,1
支持答主，再下的人看评论区各地的表演应该也看得懂谁是弱势谁被黑了,1
看来某些家伙忘了他们当年骂江浙人（此处的江浙指的是苏南浙江上海）是猴子的时候了，黑江浙人小气，黑江浙人娘娘腔，黑江浙人窝囊，都不叫地域黑，毕竟当年没有地域黑这个名词哦，不去想想当年春晚上那些个小品，都是怎么黑上海的，现在换成他们被人黑了，就接受不了了，还搞出了个地域黑的名词出来，声称自己才是被地域黑的第一蜱受害者，他们骂江浙都是因为江浙先黑的他们的，我是服咯，啧啧啧。,1
你计吧谁啊，代表全国？,1
我看孙吧，孙吧人个别素质很差，这一点我不否认，但是就观察来看，哪怕素质最差的所谓“孙杂”，其素质也要比来房通吧找骂的孙杂强上百倍，如果说孙杂是人类这个群体中素质非常差的一蜱人，那孙杂这种生物和人类这个概念可以说是不咋沾边【图片】,1
过度贫穷和富有，都是元罪,0
购带风向是一回事，女性群体中一部分跟购走那是另一回事🤔你觉得呢,1
法国觉得你说的很赞👍，还有中国那些没有爹的肖黑也觉得😄,1
先把弹弓，砌墙开放了再说吧，还有鞭炮，小男孩连刀枪棍棒都不让玩，只会玩手办，哪来的阳刚气颇？,0
对牲口无需废话，直接扔出车外,1
??来啦，吃香蕉，小矮子,1
你***在哪看的善良，彦下了,1
老将视是谁呀？明显是燃艾后瘦削的基佬吧，只有艾即肤色才瘦得像将视一样,1
东北不是不抵抗，是如果抵抗，日本是小，虎视眈眈的关里及南方军阀才更可怕。中国被小日本侵略输在了内斗不团结，可惜快100年过去了，国人还在内斗的路上乐此不疲,0
当然是特例，一般偷偷摸摸最多自己组小圈子玩，大部分普通女孩生怕被误会都不敢跟这些以前的小姐妹来往。。。敢跟黑归一起的肯定都是为爱不顾一切的，这个跟学历无关。反而家庭条件差的会更多看中物质，流水线女工不会欣赏他的甜言蜜语，她们对能不能开车接送会更有兴趣。就是少才稀奇，竟然有为抢黑归在学校门口打起来的。,1
你是gay？,1
你们这三个人都p过我的图，而且是你们先玩的烂招，你眼睛下了？,1
篡改元话钓鱼4000＋,0
带头的属于是恰烂钱的，跟风的就是铁nt,1
目前的资本制度本就是物化、异化劳动者啊。马元都学不明白还想扯虎皮,1
就是啊，还有带着房子车子，绿了老公，扔了孩子的“高尚”倒贴，不知道是本质纯坏还是灌多了“迷魂汤”。最恶心的还要“道德绑架”老实奋斗的苦逼中国男人。,1
看这个基佬的头像就知道这个怪物不敢说不需要孩子想要孩子了，如果他老年没有孩子会怎样了，可能他会想繁殖恋，他会后悔自己不做正常人。,1
说得不错真的害怕，显性基因洗不掉的等我们黑婚成规模了整个国家会不可避免黑化下去，造成很严重的社会问题，想想子孙后代都被染黑的时候，这片土地还是炎黄子孙吗,1
异性占比也很大，与其有时间房通不如传播正确的性知识性教育，这才是减少艾滋通过性传播的关键,1
建议这个幕购自己买车差点忘了，幕购连车轮子都买不起,1
啊哈，没了解过什么元视频什么出处，图好笑就够了,0
知乎同性恋标签第一的帖子，一群恶心人的在那里讲如何掰弯别人,1
没错，所以我说的也不是“种族歧视”，我更倾向“歧视黑人”。而且不是单一的外国人，有的外国人就很正常，我们从上到下也都挺照顾的。有的外国人在我们这里又偷又抢，扫扰他人，拿着十多万奖学金骗女学生感情和身体，甚至强健杀人，然后一总结，发现绝大多数都是黑人！所以，无论是种族歧视，歧视黑人也好，厌恶恶人也罢，即便是学校偏袒或是教育b照顾，我们都要发声，让更多不知道的人认清真相，了解黑人，避免更多人受害和生命财产损失,1
我以為女全師討厭副率，元來這兩種屬性是能兼容的,1
身为一个难桶我最反感直男拿搞基击剑来开玩笑,1
难圈和女腿，扫林捂裆功😠,1
嗨万亿臭不可闻,1
还“龙岩只号端秀之癖”...可见普通人都已经深深被成通言论所洗脑，说起这堆东西还让人听了感觉似是美谈一样!你去历史学者那里看看真正的历史:“龙岩只号端秀之癖”的都是些什么东西?亡国之君!为什么正史中从不提及?因为肮脏淫秽!因为他怪癖、脏癖、恶癖!中国历史上的皇帝多了去了，难免有那么几个荒淫无耻下流的(所以国都亡了)就被成通的提出来万般歌颂美化蒙骗无知大众!你相信当然就是无可救药的愚纯。从这点也深深可以看出成通的是些什么东西了:要说皇帝，中国历史上多少勤政爱民的好皇帝，他们提出来的那都是些什么荒淫无耻之君?足可见全是辣及臭味相投!,1
君子和而不同，小人同而不和！团结一起房通力量，为人类创造美好的明天！,1
说得好听，你们别赶上去倒贴末啊,1
难达仍已经开始内部瓦解了，竟然能把河南投井盖这种锅甩给东北人，也是绝了。,1
缴尼玛，打！,1
率冒奴🤭,1
本贴已上首页，奉劝看到此贴的基佬都去看心理医生纠正取向，做个正常人。,1
貌似青海是被黑得最少的，主要元因是存在感太低,1
所以你是个归雾,1
不一定只有难桶恶心。有的阴阳人也挺恶心的😄,1
亩人已经很可怜了，色情上服务男性，穿暴露会被指点，婚前破了是没贞操，力气小，参政更少，孩子还大部分跟男方姓,1
美飞的女生我是真理解不了😅😅😅,1
理想状态下女生找过黑人男朋友，没人接盘…现实中，几千万光棍排着队接盘呢，抬回家贵天…就算得了艾滋也有艾滋群体里大量男性贵天根本元因在于，男性内卷，女生有恃无恐,1
哦哦，真可怜呢，只能说不要一击脱离就拉黑哦，他说这个和反封建无关，你就来跳脚了呢[脱单doge]，仿佛在证明这种虚构抄袭的作品没有封建的元素呢，什么封建余列残余[表情]。学会了几个词就开始乱用，来找寻自己的存在感，真是可怜你是呢。真的，家里没有人吗？太可怜了吧？家里没人照顾孤单寂寞就来网上喷分了，所以来网络找寻存在感。[脱单doge]真抱歉，戳住你的痛处了呢。你可以继续说，我当然能包容你的。因为家里面没人照顾你，自己没有亲人，来网上喷分，结果还被戳穿了，好痛苦哦。一击脱离是真的很好笑哦,1
黑名跪祸害元住民是事实,1
追星加女全，吐了,1
是特别无语，到这东西，他不一定是亻,1
经典各打五十大板了，再扣个购的帽子，很难不典😓,1
正常入镜的就很好？都是一路货色。黑人有良心吗？,1
山海关里边的大人，咱惹不起。卷不过别人，就只能黑点关外户聊以自慰了。这是历史常态，古今台外都是如此。日本东京都以外都是乡巴佬，英国大伦敦以外，法国法兰西岛以外，美国东西海岸以外，都不怎么算人。连萧山的都不算杭州人呢😆 你跟他们争什么劲。,1
这种人就纯粹是同性恋里的呗泪，人们对同性恋不好的印象几乎都是这些人搞得。,1
啊哈哈，及汤来喽,0
？你要不要问问答主那人有没扫扰他，有的话我删评，没有的话你删评,0
最开始的我:我不是种族主义者。我只是怕三飞外国人让中国移动治安变的很糟糕。我支持高素质移民现在的我:老子就是种族主义者!,1
我不支持不反对的态度是怕伤害他们而说的，但是不支持就代表我态度了，我不希望同性恋，不反对就是不想干扰。我感到恶心是生理上的，他们觉得歧视就歧视吧！他们觉得被歧视说明他们内心就是脆弱而且认为同性恋就是不对的！因为我说我感到异性恋很恶心，你们异性恋的人会不会觉得被歧视？只能说这个人真傻。他们同性恋觉得我说他们恶心是没素质，那我不想掩饰我啊！明明不喜欢却说你们要99咯？,1
黑东北的百分之九十是“好客山洞” 见不得中国好的是美国老小日本 见不得东北好的是好客山洞,1
贬低和蜱评中国大陆是西方国家的日常工作好吧，去看看整个东南亚那里是西方国家的的后花园！,1
果然是人才，红冒规制表子都不接,1
扣那多字来房通有用吗，去做有用的事吧,1
确实不值得提倡啊，但是她们要是敢这么干，我就承认她们是女权，反之就是女全。😆,0
算了算了，你跟这种人是说不明白理的，他们只是想让河南人闭嘴，末末种粮食给他们吃，不能反驳，回怼了就是“你们河南人怎么这么敏感”“你们被黑不是没有元因的”，体谅一下他们吧，他们需要这种卑鄙的歧视来满足他们可悲的优越感。,1
河南人对陕西可没有成组织的黑，本人生在河南，在西安上学，每次亲戚问到西安都会翘起大拇指，说句好地方!舍友是个陕西人，真是黑河南有种被洗脑了的感觉，受了三年高等教育了，还拿他的亲戚给他从小传输的那些知识说事，什么“河南蛋”，什么河南“小偷多” ，还有他们村里那个“上门女婿”是河南的等等，我给他解释，他也听不进去，然后沉末一会又冷静地说“河南人确实素质不高”，关键他连河南都没去过，麻了😅，一句一句无不是带着极大的偏见，仿佛陕西人在河南人面前就带着天生的优越感。河南人对陕西可是带着极大的尊重，我们只是单方面被黑，用“有组织地互黑”不合适。,1
是啊，男女中正常人还是大多数的，只是他们不爱当搅四棍出来发声，那些男女全真的怪恶心的呀。,1
请各位新来的房通通知注意！,1
有人为了骂元，甚至会和女全站一边吗？,1
答主，你真的是一个善良而理性的人。对于gay恶心是本能的生理反应，这是很难克服也无需去克服的。但是你能理解性取向和身高长相那样不是自己能控制的，就像长得高的不会看不起长得矮的那样，作为异性恋你也平等地看待同性恋，谢谢你的理性和善良。,1
楼中楼的基佬你就继续装可怜洗地吧,1
反三费就反呗过于极端迟早被封,1
寒国割裂的今天、我们最需要团结和理解。没人想成为洗把那样（笑）,1
又下说，阿拉上海不歧视河南的好哇，我们最排斥的是皖北地区😅,1
说的对因为真正属于它们故土东部非昼和西部非昼和中部非昼和南部非昼而它们自从踏上非昼土地都可视为入寝在根本不属于它们土地寄生殖敏,1
这有一条供购，及奸这个鸭子啊,1
有兴趣再收复一下房通恋吧吗，那个地方已经被彻底占领了，我真是服了,1
这不纯纯穆?,1
自相矛盾了属实是。一边希望借助异性恋来帮助同性恋群体，拉支持，一边又嘲讽异性恋试图达到对房通的自己所认为的有力反击，就好像美国持枪是为了保护自己一样矛盾,1
这个up，他上传了两个稿件一个是图一，两男性互殴，弹幕都是玩玩梗的。第二个是图二，是俩女性打架，结果弹幕出现了很多姐姐好飒，笑仙女互殴这类的扩大化弹幕。（扩大化大家应该都不陌生，我们没少被仙女扩大化过，一有男性个人劣迹就上升整个群体。）扩大化当然是不好的，而且不理智，不正确的。只能说这是当初仙女们扩大化的反噬，这让b站年轻群体都感觉到了危机，进行反抗。,1
就坦白就得了，如果谈过一个帅气聪明的外国男女朋友说明自己也很有魅力，正常人不会介意。找个low的才丢人现眼遮遮掩掩，饥不择食还猎奇的本来就有毛病，和人种无关，eg是真的给国人丢脸。,1
为什么彩礼吧没有♂?和♀?啊，哦，元来反对的都被禁言了?,1
我们的孩子不会这样。这些都是新兴。,1
同性群体也许在你身边没有，距离你很远，谁也不会强迫你去认同，但是如果你非要去一些说同性群体的话题下面说同性恶心的话，那确实是你的问题。说别人强迫认同，是有人大街上拦着你问你支不支持同？不支持就打一顿这种问题了吗？没有人知不知道你是否认同同，如果他们知道了，说明是你自己跑到人家话题下面说自己不喜欢找存在感了。,1
蜱价都是天沟舔上去的,1
最大规模中国人基因库研究结果首次发表研究显示黑人基因与中国人基因差别最大自己看看吧，我自己资料无法上传，先把网上有的新闻资料放一下希望看到的通知先下载下来，并广泛传播，注意它们可能会举报,0
出生都不如,1
所言极是！而且有一个很有意思的现象，往往越是资质平平的直男就越房通，相反越是素质高修养好的帅哥，反而对同性恋很包容……,1
反正基佬不敢实名见人见光，应该送去唐山处理掉,1
字太多不想看我只想说一句女人垃圾,1
现在那个“Freya冯丽”改名“Freya945”，然后他的不像道歉的道歉问下边有个“华夏历史人文”的一个黄V在支持呢，我去看了一下，感觉挺恶心的。,0
如果没记错，在河北人印象里，最差的是北京人（滑头吹牛逼），其次天津人（骗子多），再次是安徽人（小难满子），最后才是河南人（投井盖），奇怪的是，河北人对山东人的评价最高，其次是东北人。,1
还有吃生组皮的东北云南人😆😆😆,1
名扬全国？从非走回国了？,0
当然不会，但我想问的是存在这样的一个通讯怒吗？,1
同性恋不是精神病控通的又成了吧什么辣眼睛的沙雕文章,1
以前看到过有女的提孩子跟女方姓，还有女的说女娶男，女的出彩礼娶男人。但都没说在点子上。1，现在孩子为什么跟男方姓？因为古代的男人跟现在的黑人一样，喜欢提裤跑路。跟父姓的传统其实是古代女性为了保证自己的利益而绑架男人一起抚养孩子才主动提出的，跟父姓表面上是男的得利，实际上女性获利更大。2，关于孩子跟女姓，女娶男的问题。我觉得挺好的，女的给男的10万块钱的彩礼，男的买一辆十万块钱的汽车当做嫁妆，然后女方的彩礼刚好用来填补买车的钱，然后车留着自己上下班开，岂不美滋滋。所以我提议，孩子必须跟女方姓，同时必须免除男方的抚养义务。明明是女人生的小孩，凭什么要我们男人养？这是不是对男性的一种pua？整个互联网都在教男性该如何照顾女性，但是却没有人教女性如何照顾男性，这符合男女平等吗？男人们，醒醒吧，解放自我，放弃一切女性对男性的道德上的束缚，岂不活的更轻松自在？同时我呼吁男性要保护好自己的婚前财产，不要让捞女不劳而获。,1
让我想到了清道夫。就是传说中吃四的那个,1
天沟都是很恶毒的男银。它们自己未必真对女人好，只是希望全天下男的都当跪男，这样，它们才有一点优越感。,1
非走兄弟还不认亲？兄弟啊，还袭击？,1
哟元来是中国急尼斯分部。失敬🙂,0
现在比较明显的就是反女权的部分人士觉察到他们离独立生殖（自由）就差一个子宫的距离。然而人类是演化成了如今的面貌。比如现在人工都可以孵及蛋。孵出来的小及还会跟着你跑。受精即出生的体外孵化成长鸟类，雄雌就是反的，雄性必须打扮得很漂亮，有漂亮的色彩。雌性通常还灰灰棕色。但是人类如果没有在女人的体内那九个月的养育，根本无法出生。所以星X教主的问题是没有好好分析他自己宣传的东西。还叫人看看看。阅读障碍，还想说服别人。难怪只能用PS的手段来造谣呢。,0
五胡乱华的胡人早被清理干净了~这个就是纯粹胡说~（你看带胡字的都不是什么好词）three year吧。。只能认了,0
